certeza_disc_clas_1,certeza_disc_clas_2,certeza_disc_clas_3,certeza_ofens_clas_1,certeza_ofens_clas_2,certeza_ofens_clas_3,comment,date,disc_clas_1,disc_clas_2,disc_clas_3,id_autor_1,id_autor_2,id_autor_3,keyword,ofens_clas_1,ofens_clas_2,ofens_clas_3,source,odio
5.0,5.0,3.0,5.0,5.0,3.0,"@NOME A do frasco é aquele clássico momento de ""gotcha, feminazi",2020-12-27 23:18:13,1.0,1.0,1.0,-MbqcNvi_GVTe_CngkMX,-MbzyjM1YryKwXhrWC41,-Mc-2OIc1qYiZEzOUQnB,feminazi,1.0,1.0,1.0,Twitter,1
-1.0,-1.0,-1.0,5.0,4.0,3.0,"@NOME sim, a maioria do eleitorado é mulher, 51%",2016-10-30 23:42:53,0.0,0.0,0.0,-Mbq__KetXA7SpbCuHg6,-MbvDvPh-xtusRWrK9D1,-MbvWIQe7v771uldu1bY,user_clubedomacho,0.0,0.0,0.0,Twitter,0
3.0,-1.0,5.0,4.0,4.0,5.0,"@NOME @NOME @NOME A Sara abortista, ex ativista do FEMEM manifestava-se pelada ... lacradora por natureza ...um monte de 💩 armou um circo prá ter 15 min de fama e ser presa.",2020-12-23 01:55:02,1.0,0.0,1.0,-MblWR3A3oEi2s4i1InW,-MbqE9E88qWpTgHvdYqC,-MbqHI6dbsnFI1OVIARq,abortista,1.0,0.0,1.0,Twitter,0
-1.0,3.0,4.0,5.0,3.0,4.0,"@NOME Hoje a vacina de Oxford foi aprovada no reino unido e automaticamente a imprensa militante, já começou a narrativa que a vacinação não é boa, 
São uns hipócritas.

#AbortoNAO",2020-12-30 18:19:10,0.0,0.0,0.0,-Mbm3Wzu2Ar9b0o6YDjX,-MbrRqNSTJZnWH6WA0ue,-Mbrs84Cba7nqu7R2iaB,#abortonao,0.0,1.0,1.0,Twitter,0
5.0,5.0,3.0,5.0,5.0,5.0,@NOME @NOME Ela idiota mal amada. Está pagando o preço da trairagem.,2020-12-30 23:26:14,1.0,1.0,1.0,-MbmHOulMb66T3BroPYd,-MbqF6Y3nIrKFDpoC8lm,-MbqpLQSXBLA61m0tNsr,mal_amada,1.0,1.0,1.0,Twitter,1
-1.0,-1.0,5.0,3.0,5.0,5.0,"será que essa tag realmente é séria? pq não é possível que o ser humano seja tão burro ao ponto de querer subir isso, sério. #AbortoNAO",2020-12-30 18:17:36,0.0,0.0,1.0,-Mbsl12VitnNIDZvTn5b,-MbxCpP1KXZaNjwQWPJ5,-MbxEFbI4SXJ4zhlUWb0,#abortonao,0.0,0.0,1.0,Twitter,0
1.0,-1.0,4.0,1.0,4.0,4.0,"@NOME Porra Yhorrana, a coisa mais comum na internet é muié sendo chamada de feminazi por um otaku incel, tu tá perplecta demasiado",2020-12-24 02:39:25,1.0,0.0,1.0,-MbxDaCRmnjvGG6DuGeD,-MbxjuFOSt-nHu0RAMVe,-MbyLHO2nl6_3hTcA8Tw,feminazi,1.0,0.0,1.0,Twitter,0
5.0,3.0,5.0,5.0,3.0,5.0,@NOME Não é mais necessário quando várias FEMINAZI deixam de “lutar por igualdade” e passam a querer privilégios a mais do que elas têm normalmente,2020-12-22 01:14:10,1.0,1.0,1.0,-MbqESFeqULCwYNsYh5A,-MbxCoOFhXo4TAD7bv0H,-MbxLJj4LsbdXk2k9rqT,feminazi,1.0,1.0,1.0,Twitter,1
5.0,5.0,5.0,5.0,5.0,5.0,"a burrinha comemorando aqui no brasil o que foi aprovado por bestas na argentina HUASHUA noção geográfica de um platelminto dessas asnas. esse tipo de escória as femimimistas não abortam, né?! #AbortoNAO",2020-12-30 18:43:35,1.0,1.0,1.0,-MbsDGP8LF2HBNy_X9R5,-MbxP-J0aFIq1Z8GQuox,-Mc-EsorJnsqjQ8pD5RZ,#abortonao,1.0,1.0,1.0,Twitter,1
5.0,-1.0,-1.0,5.0,3.0,5.0,"@NOME @NOME Não tem graça comparar políticos com assassinos racistas só porque não gostam dele.

A.T. veio da comunidade e não merece esse estereótipo porque ela não é a esquerdista que limpa o chão que o PT pisa.",2020-12-03 22:06:42,1.0,0.0,0.0,-MbnFF4Dp_bs28ODeNm1,-MbrqOzApY1vadTri7po,-MbwVKyQu7-Bn9nXZp1S,tabata_amaral,1.0,0.0,0.0,Twitter,0
-1.0,-1.0,-1.0,5.0,3.0,2.0,@NOME a misoginia amr me tratou no masculino,2020-12-31 20:23:46,0.0,0.0,0.0,-MbsRJq8vecyEL8kQMsd,-MbvWIQe7v771uldu1bY,-MbxCuU0GnvPsWRowbaO,misoginia,0.0,0.0,0.0,Twitter,0
5.0,4.0,3.0,5.0,4.0,5.0,E sou vou dar razão pra abortista no dia que eu achar um que foi abortado,2020-12-28 16:48:33,0.0,1.0,0.0,-MbqpLQSXBLA61m0tNsr,-MbsnMxluu65RRo6xtkQ,-MbxowKEKhA__sfxMCXr,abortista,1.0,1.0,1.0,Twitter,0
-1.0,-1.0,-1.0,3.0,3.0,2.0,vcs gostem ou nao a A.T. eh da periferia'' nossa anitta mesmo fala tu,2020-12-04 04:50:22,0.0,0.0,0.0,-MbmHEtzaNiziL75Q0Zt,-Mbn_Gx2285AJk-qpMHt,-MbqLVY6Btn57hIG9Sc4,tabata_amaral,0.0,0.0,0.0,Twitter,0
5.0,5.0,5.0,5.0,5.0,5.0,"Tem ""homem"" q repara unha de mulher! Com certeza gostam de vara",2016-10-13 00:42:01,0.0,0.0,1.0,-MbqoXZpu4euhE0hSYj4,-MbseRv1HGCl9a-oNOnP,-Mbsl12VitnNIDZvTn5b,user_clubedomacho,1.0,1.0,1.0,Twitter,0
4.0,5.0,5.0,5.0,5.0,5.0,"@NOME Vou rasgar tua cara
Mal comida",2020-12-30 04:12:34,1.0,1.0,1.0,-MbsOc6GH6ushEOj1Uth,-MbxCtF7k_HkBc5rgGnO,-Mc-AdEK4JONGCFDlQqS,mal_comida,1.0,1.0,1.0,Twitter,1
5.0,5.0,5.0,5.0,5.0,5.0,@NOME Muier dando opinião #mgtow,2020-12-24 16:44:23,1.0,1.0,1.0,-MbqPzTG5qwApoY5Bsju,-MbxZgJQRd2rvR572lAs,-MbyWdo8lBX03o2a9SPO,#mgtow,1.0,1.0,1.0,Twitter,1
-1.0,-1.0,-1.0,4.0,5.0,4.0,@NOME crista antifeminista que coisa triste,2020-12-23 21:26:22,0.0,0.0,0.0,-MblWwOVnnvF6eAhsQd1,-MbrXeGPm84uPDqKwzsp,-MbwnHZfi5PYc9yI6cWn,antifeminista,0.0,0.0,0.0,Twitter,0
3.0,5.0,5.0,5.0,5.0,2.0,"música gospel é um lixo né?
#ateu #rocknaveia #metal #mgtow",2020-12-25 00:07:12,0.0,0.0,0.0,-MbmGJLmVxdWG-BotAkd,-MbqEgbOcxDww8UtZwJm,-MbqQCBgv3GE92dQ04C2,#mgtow,1.0,1.0,1.0,Twitter,0
-1.0,4.0,-1.0,5.0,4.0,5.0,Teremos o A.T. de São Gonçalo na Secretaria de Educação do Rio 🤡🤡🤡🤡🤡,2020-12-03 15:28:50,0.0,0.0,0.0,-MbmepnQ20LRHbkW3bZ-,-Mbr2BqrQTgFi33HmW3p,-MbrKzF8ngfyqAPWfsXS,tabata_amaral,0.0,1.0,0.0,Twitter,0
5.0,5.0,5.0,5.0,5.0,5.0,"A mulher mal amada, desesperada, é a pior que tem kkkkkkk",2021-01-01 17:08:08,1.0,1.0,1.0,-MbximkXjlMdOAA-L2Ui,-MbxuVMZlRGcTJXPFUxX,-MbyU_9ICC9S4SAhYu6g,mal_amada,1.0,1.0,1.0,Twitter,1
-1.0,-1.0,-1.0,5.0,2.0,5.0,Eu fico pensando como ele deve me imaginar sendo comunista feminista esquerdista abortista socialista marxista skatista telefonista lolsista rpgista,2020-12-26 20:14:38,0.0,0.0,0.0,-MbqEjAKZzQ_0V_oJtAX,-MbqfWFCIlty9I7Faa1I,-MbsqIKx6NGiz4wDrRWh,abortista,0.0,0.0,0.0,Twitter,0
-1.0,-1.0,-1.0,5.0,4.0,3.0,"Quando a mulher escreve  no perfil que é antifeminista já pode ignorar esse ser completamente, né?",2020-12-27 23:27:14,0.0,0.0,0.0,-MbzwS_o-uV4Sgz9RRis,-Mc-AdEK4JONGCFDlQqS,-Mc-VEygIBzmG9aSMuFF,antifeminista,0.0,0.0,0.0,Twitter,0
5.0,4.0,5.0,5.0,3.0,5.0,"@NOME Nunca viu n ? É uma gata totalmente antifeminista, cheia de princípios e valores, honra, humildade, sinceridade, coragem, pesquise sobre q vc vai se apaixonar tbm kkkkkkkkkkk",2020-12-28 02:30:44,1.0,1.0,0.0,-MbxOCf0ZAIewYlHZozE,-MbxlinAen6-LnZSNxob,-Mc-AdEK4JONGCFDlQqS,antifeminista,1.0,1.0,1.0,Twitter,0
-1.0,5.0,-1.0,1.0,5.0,3.0,"Pior tipo de mulher, é a mulher invejosa, mal amada! Tu é mulher também porra, vai atrás  do teu e para de querer destruir o que é dos outros! 💁🏽‍♀️🤬",2020-12-31 06:20:26,0.0,1.0,0.0,-MbwVKyQu7-Bn9nXZp1S,-MbxCvbXiZ7ORrPKHg53,-MbxVCz1zaro-uVhelnJ,mal_amada,0.0,1.0,0.0,Twitter,0
5.0,5.0,4.0,5.0,5.0,5.0,"@NOME é só matar a criança qualquer coisa carai, lógica de qualquer abortista",2020-12-26 12:02:40,1.0,1.0,1.0,-Mbm3Wzu2Ar9b0o6YDjX,-MbqEhLQ5DHE4JKVnSYz,-Mbq_-pR1qFzn1OVBTpg,abortista,1.0,1.0,1.0,Twitter,1
5.0,5.0,5.0,5.0,5.0,5.0,Mulher mal comida é chatinha 😴😫,2020-12-27 20:21:20,1.0,1.0,1.0,-MborSpEoxHL6FRevCJP,-MbrRqNSTJZnWH6WA0ue,-Mbv2v95p4Xc8V7x2nbC,mal_comida,1.0,1.0,1.0,Twitter,1
5.0,5.0,5.0,5.0,5.0,5.0,@NOME @NOME Fedorenta mal comida do caralho!,2020-12-30 23:55:38,1.0,1.0,1.0,-MbstpwrNVzfWBteBn04,-MbxEK6rrQDbMc6CRehz,-MbyD3PdRCyjxvcTqWuV,mal_comida,1.0,1.0,1.0,Twitter,1
4.0,-1.0,-1.0,5.0,4.0,4.0,"Vai que algum bolsominion vem me catar e me chamar de ""esquerdopata"", tem que ser muito PSICOPATA, pra inventar essa palavra entre outras. Tem que ser muito nazista pra chamar uma mulher de femiNAZI",2020-12-24 16:25:34,1.0,0.0,0.0,-MbsdZsP3Qg8-95paD6w,-Mbsrc1j7l3SfPBfOD_-,-MbxZSdP0MH4BGLg_C3P,feminazi,1.0,0.0,0.0,Twitter,0
5.0,-1.0,4.0,4.0,5.0,5.0,"fica falando do relacionamento dos outros por aí mesmo, mal amada!",2020-12-31 16:38:10,1.0,0.0,1.0,-MbxDAzod4RHAx3wxVms,-MbxZSdP0MH4BGLg_C3P,-MbyvprYZs15oYoU8G-A,mal_amada,1.0,0.0,1.0,Twitter,0
5.0,-1.0,5.0,5.0,5.0,5.0,"#AbortoNAO 

Se ser #AbortoNAO é ser minion...

Prazer, a própria! 🇧🇷🤷🏼‍♀️",2020-12-30 18:31:48,1.0,0.0,1.0,-MbqPzTG5qwApoY5Bsju,-Mbr7mP6pG2zI8XxsbRx,-MbrRqNSTJZnWH6WA0ue,#abortonao,1.0,0.0,1.0,Twitter,0
5.0,-1.0,-1.0,5.0,3.0,4.0,"e aí, de novo... transexualidade é um combo de homofobia e misoginia internalizadas. não há meios de ""dar bom",2020-12-30 20:32:57,1.0,0.0,0.0,-MbponNLanQxPeJjVDW1,-MbpxGPiip0WCKKay75Y,-Mbv2ckLBnwFem-WJcMT,misoginia,1.0,0.0,0.0,Twitter,0
-1.0,-1.0,2.0,3.0,5.0,3.0,"@NOME @NOME #AbortoNAO 
Aborto não é método contraceptivo... É assassinato de um bebê...",2020-12-30 18:24:33,0.0,0.0,1.0,-MbnFF4Dp_bs28ODeNm1,-MbqfGyN4rSFxVHQ4Qc6,-Mby1SF8yXKwgoKry5qL,#abortonao,0.0,0.0,1.0,Twitter,0
-1.0,2.0,-1.0,5.0,4.0,5.0,"Uma cena lésbica entre Letícia Lima e Camila Queiroz

Fica a sugestão aí",2016-09-18 22:29:30,0.0,0.0,0.0,-Mbm3Wzu2Ar9b0o6YDjX,-MbsnMxluu65RRo6xtkQ,-MbwO_m1kBayIL68OM_S,user_clubedomacho,0.0,1.0,0.0,Twitter,0
5.0,-1.0,-1.0,5.0,3.0,5.0,"se você é a favor da vida, você é obrigatoriamente vegano. Se vc come carne pare de usar VIDA como argumento, pois nao é. 

#AbortoNAO",2020-12-30 18:45:59,0.0,0.0,0.0,-Mbn91voxsJUTu6z8LpD,-MbpxGPiip0WCKKay75Y,-Mbsjoi6YMnvWAkXhILW,#abortonao,1.0,0.0,0.0,Twitter,0
5.0,5.0,5.0,5.0,5.0,5.0,"Acabei de ler uma putinha mal comida com cara de vagabunda falando que assex não é sexualidade, pqp",2020-12-29 23:21:08,1.0,1.0,1.0,-MbnPhClkI8FCRLhRk91,-MbqddGkrL74_ewFSe9q,-Mbqw8qjbWOJ74jVtBtM,mal_comida,1.0,1.0,1.0,Twitter,1
-1.0,-1.0,-1.0,5.0,5.0,5.0,@NOME exatamente,2016-10-13 02:03:51,0.0,0.0,0.0,-MblUxBdpIsRNmBAoqu1,-MbmHOulMb66T3BroPYd,-MbqNq4hcK0tiNvNJR0j,user_clubedomacho,0.0,0.0,0.0,Twitter,0
5.0,1.0,5.0,5.0,5.0,5.0,"@NOME @NOME Mulher n tem q opina mulher tem q lavar a louça😂😂
#mgtow #ancap #odiomulheres",2020-12-26 03:39:08,1.0,1.0,1.0,-MblV_ZJmfD21CqGbV_p,-MbsIVH0rue9VWDweoXp,-MbxfdJmWTbJKxLOBark,#mgtow,1.0,1.0,1.0,Twitter,1
5.0,5.0,5.0,5.0,5.0,5.0,"Desejo todo mal do mundo para quem assassina bebês inocentes no ventre da mãe, e para a irresponsavel que se submete a essa pratica abominável a mesma coisa.
#AbortoNAO",2020-12-30 18:29:00,1.0,1.0,1.0,-MbmNq_di9d6kb_jUEXb,-MbvWIQe7v771uldu1bY,-MbxfdJmWTbJKxLOBark,#abortonao,1.0,1.0,1.0,Twitter,1
5.0,5.0,5.0,5.0,5.0,5.0,@NOME cachorra cadela presidiária fedida otaka filha da puta degenerada gorda velha rampeira meretrix paquita mal comida arrebentada lixo xorume sua mãe é uma puta sua merda sua bosta sua porca cuzonacachorra cadela presidiária fedida otaka filha da puta degenerada gorda velha rampeira,2021-01-01 05:16:58,1.0,1.0,1.0,-Mbm3Wzu2Ar9b0o6YDjX,-MbqDK1gWC5iKHa3elhJ,-MbxT9y0uGVbXuXsCtuS,mal_comida,1.0,1.0,1.0,Twitter,1
5.0,5.0,5.0,5.0,5.0,5.0,"@NOME @NOME @NOME Iiih, é feminazi. Esquece.",2020-12-20 15:58:41,1.0,1.0,1.0,-MbmR7jwZiH55N1pVjYi,-MbtBcDnERcVfOzMaRPV,-MbxRj7vCvXvPc50QP-B,feminazi,1.0,1.0,1.0,Twitter,1
5.0,5.0,5.0,5.0,5.0,5.0,O ranço DO ANO está estabelecido. É a Deputabata. Vai ser financiada pelo Lemann lá no inferno. A.T. deputadinha de bosta,2020-12-04 02:42:37,1.0,1.0,1.0,-MbxZzYgl5iFEwdUdNFF,-Mc-5wSIAmvjWITpXWM1,-Mc-PX7RpyRgHDvZPqNb,tabata_amaral,1.0,1.0,1.0,Twitter,1
-1.0,3.0,5.0,2.0,3.0,5.0,A.T. é da bancada Bolsonarista do PDT,2020-12-03 14:57:26,0.0,1.0,1.0,-MbqE6xPhc9vepDTaLhr,-Mbuc6KoWG4HdPYTxs45,-MbxCr-J8h2AqDfhKWrt,tabata_amaral,0.0,1.0,1.0,Twitter,0
5.0,5.0,5.0,5.0,5.0,5.0,@NOME #T.T.lixo é o que se espera de uma mulher extremamente feia e sem amor... Ninguém quer comer aí por isso fica com fama de mal comida. HIPÓCRITA,2020-12-29 02:15:50,1.0,1.0,1.0,-MbqhsIlN328O3c2a8SI,-MbskX4s78Ng09peRBYN,-MbxEFbI4SXJ4zhlUWb0,mal_comida,1.0,1.0,1.0,Twitter,1
5.0,-1.0,5.0,5.0,5.0,5.0,"@NOME Quem poderia imaginar que que um cara que era um escroto completo, que era conhecido apenas pelas polêmicas e desrespeito,  homofobia e misoginia, seria um péssimo deputado.",2020-12-30 23:29:40,0.0,0.0,0.0,-MbnHNd3NDaJBMTzxGqv,-MbqGk9KeOIP4tEHvdy_,-Mbtic3jdwXfqiqEElae,misoginia,1.0,0.0,1.0,Twitter,0
-1.0,3.0,5.0,4.0,4.0,5.0,"@NOME ah mano vsf sabe sociedade...

se vc não tem amizade com homem vc é misandrica e feminazi....

se tem é puta",2020-12-25 19:44:49,0.0,1.0,1.0,-MbqJ09rTKSUZJlVpu3G,-MbsdZsP3Qg8-95paD6w,-MbvmGux1aI7cWo8LXTy,feminazi,0.0,1.0,1.0,Twitter,0
1.0,-1.0,-1.0,1.0,5.0,1.0,Gabriel Cassiano é a A.T. de terno e gravata.,2020-12-03 18:28:46,1.0,0.0,0.0,-MbponNLanQxPeJjVDW1,-MbqdEbbVvhNl-NWuL3B,-MbxDVojjGzbAEqvGKoX,tabata_amaral,1.0,0.0,0.0,Twitter,0
-1.0,5.0,-1.0,3.0,5.0,2.0,@NOME #AbortoNAO sem ter que ver essa insanidade. Não aguento 🤦🏻‍♀️,2020-12-30 18:41:57,0.0,1.0,0.0,-MbsgCM4Qe3ozIbS3wJq,-MbxCiECjsQRzD-ZLqyb,-Mc-9KaFMzvaxXEkQ6M-,#abortonao,0.0,1.0,0.0,Twitter,0
5.0,5.0,5.0,5.0,5.0,5.0,"AZEALIA BANKS SE JOGA SUA VAGABUNDA, VACA MAL COMIDA",2020-12-27 23:38:32,1.0,1.0,1.0,-Mbs_9J6Dqx7BHwOUi9G,-MbxZPpURPHsm9HeFJgD,-Mby7JdPNhEjljr2ZPBC,mal_comida,1.0,1.0,1.0,Twitter,1
-1.0,-1.0,-1.0,4.0,3.0,5.0,"Muita gente critica a T.T.,  mas esquece que ela não foi sozinha , pq será? #Thelminha",2020-12-28 20:07:12,0.0,0.0,0.0,-MbqFRmroyey0Xvp_UTv,-MbqddGkrL74_ewFSe9q,-MbxfumjPove_5lAM2Ri,thelma,0.0,0.0,0.0,Twitter,0
3.0,4.0,-1.0,4.0,4.0,5.0,"@NOME Esse povo mal amada, olhaaaaa 🙄

Gabi vc é maravilhosa e nós te amamos, isso que importa❤️",2020-12-31 15:18:03,1.0,1.0,0.0,-MbmGJLmVxdWG-BotAkd,-Mbw9fVo-PcaZV-qN7Aw,-MbwVKyQu7-Bn9nXZp1S,mal_amada,1.0,1.0,0.0,Twitter,0
5.0,3.0,5.0,4.0,4.0,5.0,"@NOME Gente, mulher tb faz a mesma coisa... minhas amigas tão sempre zoando os maridos... feminazi não tem o que fazer mesmo pqp",2020-12-22 23:20:43,1.0,0.0,1.0,-MbqYytKCV2YaBOL0U0n,-MbqsCW-wO5sxRDQKD2r,-MbqwTD5_XJzLcYu_qKY,feminazi,1.0,1.0,1.0,Twitter,0
-1.0,-1.0,-1.0,4.0,4.0,4.0,Por que os esquerdistas do Twitter não gostam da A.T.?  Eu perdi o motivo dessa treta.,2020-12-03 21:33:40,0.0,0.0,0.0,-Mbs7k3cS9InEw87wZ2K,-MbxDLEguxGsG-KYYPKQ,-MbxHQ47I_Rq51Fr7UPZ,tabata_amaral,0.0,0.0,0.0,Twitter,0
-1.0,5.0,5.0,2.0,5.0,5.0,"@NOME @NOME @NOME kkkkkkkk eu sou mentiroso? os dois ficaram no topo dos Trends, só de gente massacrando

a T.T. tá (ou tava, n sei) mas a maioria tá passando pano. Vai mentir na pqp

Mas vc tem foto da Manu, ent eu relevo",2020-12-28 19:48:04,0.0,1.0,1.0,-MbqzN2kWmABtpnSqdGY,-MbvHUHTyjbpclmCSrSs,-MbxaCTJrDC0rNAJbZmp,thelma,0.0,1.0,1.0,Twitter,0
5.0,5.0,-1.0,5.0,5.0,4.0,"vtnc tbm, oq os brasileiros tão dando opinião pra isso??? a gente mora no BRASIL, não na ARGENTINA!!
lembrando: SEM ÚTERO, SEM OPINIÃO #AbortoNAO",2020-12-30 18:27:52,0.0,1.0,0.0,-MbqW7ft4JXgFrYVfFh-,-MbxSGV8Jl9KltpLXdy2,-MbxZPpURPHsm9HeFJgD,#abortonao,1.0,1.0,0.0,Twitter,0
5.0,-1.0,-1.0,5.0,4.0,4.0,@NOME Pra acrescentar a #AbortoNAO,2020-12-30 18:15:31,1.0,0.0,0.0,-MbqYPmBuVYVFW_6J6PT,-MbqfWFCIlty9I7Faa1I,-MbverKA3_czFmHGAkKi,#abortonao,1.0,0.0,0.0,Twitter,0
5.0,-1.0,-1.0,5.0,5.0,5.0,"muita burrice, muita misoginia e alguns comentários soam como coisa de masculinista mesmo",2020-12-31 18:52:35,0.0,0.0,0.0,-MbqddGkrL74_ewFSe9q,-MbxJnMRTITbirZ7AF0P,-MbxZSdP0MH4BGLg_C3P,misoginia,1.0,0.0,0.0,Twitter,0
5.0,5.0,5.0,5.0,5.0,5.0,insonia sua filha d uma puta mal comida desgraçada vagabunda,2020-12-26 05:24:30,1.0,1.0,0.0,-MbxCpLCV0T1V7o0TS8U,-MbxZgJQRd2rvR572lAs,-Mc-2XumHUU6zakfZuWA,mal_comida,1.0,1.0,1.0,Twitter,0
5.0,-1.0,-1.0,5.0,5.0,3.0,@NOME Por isso eu sou #mgtow,2020-12-28 21:14:06,1.0,0.0,0.0,-MbmHEtzaNiziL75Q0Zt,-MbxCj_sMF2gdiTC6FJ9,-MbxDIMf9wNciFSr-vcM,#mgtow,1.0,0.0,0.0,Twitter,0
2.0,3.0,5.0,5.0,3.0,5.0,@NOME @NOME Kkkkkkkkkkk as feminazi ficam putas,2020-12-26 19:01:37,1.0,1.0,1.0,-MbpxGPiip0WCKKay75Y,-MbxDHWtDpUZZPNhY-Ma,-MbxuIHZRGo4hsN5a1Me,feminazi,1.0,1.0,1.0,Twitter,1
5.0,5.0,4.0,5.0,5.0,5.0,"@NOME Papa comunista, abortista e nojento.",2020-12-25 15:07:36,0.0,1.0,0.0,-MbmK2ifUtgzAj5NIGBR,-MbvHUHTyjbpclmCSrSs,-MbvMMx0D_x3PIwVxpYo,abortista,1.0,1.0,1.0,Twitter,0
5.0,3.0,5.0,5.0,3.0,5.0,@NOME me sinto besta boba feia chata insuportável imprestável e mal amada,2021-01-01 02:33:34,1.0,0.0,1.0,-MbxLXbQb29m_ITcvWPk,-Mbxfpgiycf6g3-kYaXv,-Mc-AdEK4JONGCFDlQqS,mal_amada,1.0,1.0,1.0,Twitter,0
5.0,5.0,5.0,5.0,5.0,5.0,@NOME gostou vaca mal comida?,2020-12-28 22:43:14,1.0,1.0,1.0,-MbmJ1Ftx5KTfPIb_WEC,-MbpxGPiip0WCKKay75Y,-MbpxGPiip0WCKKay75Y,mal_comida,1.0,1.0,1.0,Twitter,1
-1.0,-1.0,3.0,4.0,2.0,5.0,"@NOME E que esse bloqueio continue por mais 1 milhão de anos
Não ao assassinato de bebês no ventre
#AbortoNAO",2020-12-30 18:37:44,0.0,0.0,1.0,-Mbq4Z-S2tYQb1PR-XTU,-MbrjBvRQsrGBnjBV0el,-MbuUSQVTcxRnwPOSqEf,#abortonao,0.0,0.0,1.0,Twitter,0
-1.0,-1.0,-1.0,5.0,5.0,3.0,"tô perplexa com essa antifeminista, será que ela culpa mulher que usa shorts curto por ser estuprada?",2020-12-30 16:25:44,0.0,0.0,0.0,-MbwzEn62V1YK7pWDUS1,-MbxDl6R8PywDCZVVT3Q,-Mc-49bkYmQ9_tkbcoR9,antifeminista,0.0,0.0,0.0,Twitter,0
5.0,2.0,5.0,5.0,4.0,5.0,@NOME Esse papa é uma farsa #AbortoNAO,2020-12-30 18:35:20,1.0,0.0,1.0,-MbxDJ3f3zsncCvRmljw,-MbxUYnIbIQcd-YsJZou,-MbxYSgqQHBVW_nw59eq,#abortonao,1.0,1.0,1.0,Twitter,0
3.0,4.0,-1.0,3.0,5.0,4.0,"@NOME e ae blz, rola eu e vc?",2016-08-24 04:04:34,0.0,0.0,0.0,-Mbs7k3cS9InEw87wZ2K,-MbsgCM4Qe3ozIbS3wJq,-MbxjuFOSt-nHu0RAMVe,user_clubedomacho,0.0,1.0,0.0,Twitter,0
-1.0,5.0,-1.0,5.0,5.0,4.0,"Isso e uma barbárie e a população comemorando. Me lembra uma música: ""que país é esse""... 
#AbortoNAO",2020-12-30 18:16:13,0.0,1.0,0.0,-Mbq_-pR1qFzn1OVBTpg,-MbxEFbI4SXJ4zhlUWb0,-MbxrbzvQ83T1u3W5tHF,#abortonao,0.0,1.0,0.0,Twitter,0
4.0,5.0,-1.0,4.0,5.0,3.0,"@NOME Nossa achei muito besta tipo ""ciumes? dessa feia?"" Ah pronto nao percebi q tinha aberto o facebook da Silvia, 48 anos e antifeminista",2020-12-28 16:10:48,1.0,1.0,0.0,-MbvU9aHsygx3Y-ZC4u8,-MbxGAT0Ig1pl0BZAUzi,-MbxT9y0uGVbXuXsCtuS,antifeminista,1.0,1.0,0.0,Twitter,0
3.0,5.0,-1.0,5.0,5.0,4.0,"Mulher mal comida e foda, q toma conta da vida de todo mundo, tmnc já acordo com estresse e ffc",2020-12-30 15:50:06,1.0,1.0,0.0,-MbqQCBgv3GE92dQ04C2,-MbwO1h1ATgX26EUucZW,-MbxZSdP0MH4BGLg_C3P,mal_comida,1.0,1.0,0.0,Twitter,0
5.0,-1.0,-1.0,5.0,4.0,5.0,Que 2021 seja um ano sem mulher mal amada em geral na minha vida.,2021-01-01 04:50:32,1.0,0.0,0.0,-MbxDVwX9Z-667kEz77Q,-MbxDMH_X7-fr1c-zQCP,-Mc-66Ua4Ge9ayoOINoW,mal_amada,1.0,0.0,0.0,Twitter,0
5.0,-1.0,5.0,5.0,5.0,5.0,#AbortoNAO Assassinato tem que ser PROIBIDO!,2020-12-30 18:18:12,1.0,0.0,1.0,-MbrPXWxytMqR1FQdmrd,-MbsOc6GH6ushEOj1Uth,-MbseRv1HGCl9a-oNOnP,#abortonao,1.0,0.0,1.0,Twitter,0
4.0,5.0,5.0,5.0,5.0,5.0,"@NOME Do que é  capaz uma mulher mal amada . Como não  consegue ser  acreditada nas suas intenções , como cidadã comprometida com os valores de nossa nacionalidade , assume ser comunista , lá atrás, movida pelos encantos do discurso universitário , como forma de mascarar sua feiura.",2020-12-31 12:43:23,1.0,1.0,0.0,-MblV6n3MUSRM1G7xkP0,-MbqF6Y3nIrKFDpoC8lm,-MbxDAuKOgpRolJ2nPTp,mal_amada,1.0,1.0,1.0,Twitter,0
5.0,5.0,4.0,5.0,5.0,5.0,"Hater da gaga deve ser tão amargurado da vida e podre por dentro, a mulher n faz mal nem a uma mosca, vive se voluntariando a causas bonitas e dando a voz pras minorias, ai vem a gay mal comida dizer que ela é quadril de paçoca e etc, se fode fdp",2020-12-26 23:57:45,0.0,1.0,0.0,-Mbse_lM8FrEkgWeVJEG,-MbxwBgMi0dihk4988j4,-Mc-AdEK4JONGCFDlQqS,mal_comida,1.0,1.0,1.0,Twitter,0
4.0,5.0,5.0,5.0,5.0,5.0,"@NOME comparou o kkk com o black lives matter, fez um par de merda só pra chamar a atenção e tbm já chamou a vivi de inútil essa fodida vadia nojenta desgraçada puta mal comida do caralho",2020-12-29 16:33:48,1.0,0.0,1.0,-MbqHpEUMADtFHR3ci3y,-MbqwTD5_XJzLcYu_qKY,-MbrEOZFDlsFiZABHJ7j,mal_comida,1.0,0.0,1.0,Twitter,0
